application,page_name,object_name,xpath,xpath_ios
"App_BCP,preLogin,a_btn_Continue,""//*[@text=""Continue""]"",NULL"
"App_BCP,preLogin,a_btn_Permitir,""//*[@text=""PERMITIR APENAS DIRANTE A UTILIZAÇÃO DA APLICAÇÃO""]"",NULL"
"App_BCP,preLogin,A_lbl_SaldosVisiveis,""//*[@text=""Os seus saldos estarão visíveis""]"",NULL"
"App_BCP,preLogin,a_btn_Cancelar,""//*[@text=""Cancelar""]"",NULL"
"App_BCP,preLogin,a_btn_EnquantoUsoApp,""//*[@text=""Enquanto uso a app""]"",NULL"
"App_BCP,preLogin,i_lbl_NaoPodeTerNumConsecutivos,""//XCUIElementTypeStaticText[@name=""Não pode ter números consecutivos (1234)""]"",""//XCUIElementTypeStaticText[@name=""Não pode ter números consecutivos (1234)""]"""
"App_BCP,preLogin,i_lbl_NaoPodeSerRepetido,""//XCUIElementTypeStaticText[@name=""Não pode ser um número repetido (1111)""]"",""//XCUIElementTypeStaticText[@name=""Não pode ser um número repetido (1111)""]"""
"App_BCP,preLogin,i_lbl_Ter4Digitos,""//XCUIElementTypeStaticText[@name=""Tem de ter 4 dígitos""]"",""//XCUIElementTypeStaticText[@name=""Tem de ter 4 dígitos""]"""
"App_BCP,preLogin,i_lbl_dadosAcessoInvalidos_3,""//XCUIElementTypeStaticText[@name=""Dados de acesso inválidos""]"",""//XCUIElementTypeStaticText[@name=""Dados de acesso inválidos""]"""
"App_BCP,preLogin,i_lbl_VerifiqueOsDados,""//XCUIElementTypeStaticText[@name="" Verifique que os dados introduzidos estão corretos. Caso o erro persista, contacte-nos para:"
+351 201 052 424 (chamada para rede fixa nacional)
"Atendimento personalizado 24h O custo das comunicações depende do tarifário acordado com o seu operador.""]"",""//XCUIElementTypeStaticText[@name="" Verifique que os dados introduzidos estão corretos. Caso o erro persista, contacte-nos para:"
+351 201 052 424 (chamada para rede fixa nacional)
"Atendimento personalizado 24h O custo das comunicações depende do tarifário acordado com o seu operador.""]"""
"App_BCP,preLogin,I_icn_DadosInvalidos,""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow[4]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther[1]/XCUIElementTypeImage"",""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow[4]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther[1]/XCUIElementTypeImage"""
"App_BCP,preLogin,i_btn_1PosicaoPin,""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow[1]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeScrollView/XCUIElementTypeOther[1]/XCUIElementTypeImage[1]"",""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow[1]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeScrollView/XCUIElementTypeOther[1]/XCUIElementTypeImage[1]"""
"App_BCP,preLogin,i_btn_continuar_3,""//XCUIElementTypeButton[@name=""Continuar""]"",""//XCUIElementTypeButton[@name=""Continuar""]"""
"App_BCP,preLogin,i_lbl_PorFimInsira392,""//XCUIElementTypeButton[@name=""Por fim, insira o código de autorização enviado para o ​telemóvel *** *** 392""]"",""//XCUIElementTypeButton[@name=""Por fim, insira o código de autorização enviado para o ​telemóvel *** *** 392""]"""
"App_BCP,preLogin,i_tgl_Touch_LoginApp,""(//XCUIElementTypeOther[@name=""Desligado""])[1]"",""(//XCUIElementTypeOther[@name=""Desligado""])[1]"""
"App_BCP,preLogin,i_tgl_touch_Autor,""(//XCUIElementTypeOther[@name=""Desligado""])[2]"",""(//XCUIElementTypeOther[@name=""Desligado""])[2]"""
"App_BCP,preLogin,i_tgl_notificacoes,""//XCUIElementTypeOther[@name=""Desligado""]"",""//XCUIElementTypeOther[@name=""Desligado""]"""
"App_BCP,preLogin,i_tgl_desativarlogin,""(//XCUIElementTypeOther[@name=""Ligado""])[1]"",""(//XCUIElementTypeOther[@name=""Ligado""])[1]"""
"App_BCP,preLogin,a_btn_QuaMillennium,""//*[@text=""QuaMillennium""]"",NULL"
"App_BCP,preLogin,i_btn_NaoPermitir,""//XCUIElementTypeButton[@name=""Não permitir""]"",""//XCUIElementTypeButton[@name=""Não permitir""]"""
"App_BCP,preLogin,i_txt_CodUtili_Input,""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow[1]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeScrollView/XCUIElementTypeOther[1]/XCUIElementTypeTextField"",""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow[1]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeScrollView/XCUIElementTypeOther[1]/XCUIElementTypeTextField"""
"App_BCP,preLogin,i_txt_codigoauto_input,""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow[1]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeScrollView/XCUIElementTypeOther[1]/XCUIElementTypeTextField"",""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow[1]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeScrollView/XCUIElementTypeOther[1]/XCUIElementTypeTextField"""
"App_BCP,preLogin,i_trespontos_presaldo,""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow/XCUIElementTypeOther[2]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther[2]/XCUIElementTypePageIndicator"",""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow/XCUIElementTypeOther[2]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther[2]/XCUIElementTypePageIndicator"""
"App_BCP,preLogin,i_btn_levantar,""//XCUIElementTypeStaticText[@name=""Levantar""]"",""//XCUIElementTypeStaticText[@name=""Levantar""]"""
"App_BCP,preLogin,i_lbl_saldo,""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow/XCUIElementTypeOther[2]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther[2]/XCUIElementTypeScrollView/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther[2]/XCUIElementTypeOther"",""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow/XCUIElementTypeOther[2]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther[2]/XCUIElementTypeScrollView/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther[2]/XCUIElementTypeOther"""
"App_BCP,preLogin,i_btn_PT_2,""//XCUIElementTypeButton[@name=""Portuguese language PT""]"",""//XCUIElementTypeButton[@name=""Portuguese language PT""]"""
